Anio;Periodo;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera;DatoParadosRegistrados;DatoParadosRegistradosHombres;DatoParadosRegistradosMujer;DatoAfiliacionesTrabajo;DatoAfiliacionesTrabajoHombres;DatoAfiliacionesTrabajoMujer;DatoAfiliacionesResidencia;DatoAfiliacionesResidenciaHombres;DatoAfiliacionesResidenciaMujer;DatoAutonomo;DatoAutonomosHombres;DatoAutonomosMujer
2014;Anual;21;Barajas;214;Timón;9533;18.81;70.72;10.47;30.66;27.7;32.7;107.8;10.48;562.0;271;291;2055.0;920;1.135;3722.0;1.860;1.862;362.0;193;169
2015;Anual;21;Barajas;214;Timón;10050;19.22;70.43;10.35;31.44;28.6;33.5;105.9;8.95;519.0;231;288;2179.0;962;1.217;3792.0;1.901;1.891;378.0;205;173
2016;Anual;21;Barajas;214;Timón;10592;19.87;69.99;10.14;31.28;27.4;34.0;106.0;8.7;487.0;217;270;2485.0;1.125;1.360;4544.0;2.266;2.278;379.0;208;171
2017;Anual;21;Barajas;214;Timón;11023;20.33;69.4;10.27;30.83;26.1;34.1;106.6;8.63;484.0;203;281;2751.0;1.289;1.462;5137.0;2.559;2.578;411.0;235;176
2018;Anual;21;Barajas;214;Timón;11750;20.95;68.94;10.11;30.98;27.0;33.8;107.9;9.29;488.0;202;286;3004.0;1.386;1.618;5205.0;2.579;2.626;353.0;206;147
2019;Anual;21;Barajas;214;Timón;12388;20.98;68.82;10.2;30.7;27.7;32.9;109.4;9.93;518.0;204;314;3039.0;1.427;1.612;5547.0;2.725;2.822;467.0;271;196
2020;Anual;21;Barajas;214;Timón;12853;20.82;68.63;10.55;29.6;26.7;31.6;109.0;10.85;662.0;276;386;3160.0;1.512;1.648;5864.0;2.891;2.973;523.0;303;220
2021;Anual;21;Barajas;214;Timón;13334;20.65;68.82;10.53;30.6;26.3;33.6;109.0;10.93;584.0;226;358;2717.0;1.335;1.382;5898.0;2.888;3.010;495.0;284;211
2022;Anual;21;Barajas;214;Timón;11895;18.95;69.26;11.79;30.8;26.3;34.1;111.6;10.16;426.0;168;258;3005.0;1.535;1.470;6253.0;3.076;3.177;490.0;281;209
2005;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3391;14.49;67.24;18.35;22.79;18.7;25.6;121.2;9.22;;;;;;;;;;;;
2006;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3334;14.52;66.65;18.84;22.77;19.2;25.3;121.7;10.23;;;;;;;;;;;;
2007;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3288;15.02;65.02;19.95;23.63;20.6;25.8;123.5;9.64;;;;;;;;;;;;
2008;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3254;15.24;64.2;20.56;23.47;20.4;25.8;123.8;10.02;;;;;;;;;;;;
2009;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3231;15.35;63.14;21.51;25.18;21.4;28.1;125.6;10.55;;;;;;;;;;;;
2010;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3233;15.68;61.43;22.89;25.54;22.0;28.2;125.1;9.93;;;;1218.0;609;609;;;;100.0;55;45
2011;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3207;15.72;60.37;23.92;26.99;23.4;29.7;125.2;10.07;;;;1169.0;588;581;;;;103.0;57;46
2012;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3205;16.01;59.1;24.9;28.2;23.0;32.0;125.2;8.95;108.0;49;59;1399.0;690;709;;;;97.0;54;43
2013;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3200;16.0;58.47;25.53;28.15;23.6;31.5;124.2;8.0;85.0;34;51;1702.0;664;1.038;993.0;466;527;102.0;58;44
2014;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3232;16.46;57.83;25.71;28.88;23.7;32.8;122.6;8.04;90.0;40;50;1677.0;649;1.028;903.0;415;488;120.0;67;53
2015;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3219;16.03;57.91;26.06;30.15;25.3;33.7;124.6;7.7;87.0;28;59;1836.0;713;1.123;900.0;413;487;131.0;72;59
2016;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3186;15.88;57.82;26.3;29.0;25.2;31.8;125.2;7.12;85.0;30;55;2002.0;792;1.210;1043.0;498;545;123.0;70;53
2017;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3196;15.83;57.95;26.22;30.19;27.2;32.4;123.7;7.48;69.0;29;40;2269.0;916;1.353;1048.0;493;555;137.0;78;59
2018;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3234;16.82;57.2;25.97;32.26;30.6;33.5;125.1;7.67;59.0;23;36;2174.0;849;1.325;1047.0;483;564;94.0;48;46
2019;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3265;17.0;56.6;26.4;32.4;31.9;32.7;120.5;7.44;75.0;27;48;2260.0;912;1.348;1076.0;499;577;174.0;102;72
2020;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3308;16.99;56.74;26.27;32.6;32.3;32.7;120.5;7.59;84.0;34;50;1216.0;476;740;1107.0;536;571;178.0;104;74
2021;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3356;17.4;56.97;25.63;33.7;32.7;34.5;122.1;7.48;63.0;21;42;1274.0;507;767;1174.0;564;610;183.0;106;77
2022;Anual;8;Fuencarral - El Pardo;82;Fuentelarreina;3346;17.54;56.37;26.09;34.0;33.3;34.5;121.2;6.99;35.0;13;22;2025.0;796;1.229;1212.0;574;638;182.0;108;74
2005;Anual;8;Fuencarral - El Pardo;85;La Paz;37599;12.16;75.78;12.08;22.18;17.0;26.3;108.9;5.35;;;;;;;;;;;;
2006;Anual;8;Fuencarral - El Pardo;85;La Paz;37251;11.77;75.04;13.18;21.81;15.9;26.7;109.1;6.08;;;;;;;;;;;;
2007;Anual;8;Fuencarral - El Pardo;85;La Paz;37153;11.34;74.67;13.98;21.89;15.7;27.1;108.7;5.7;;;;;;;;;;;;
2008;Anual;8;Fuencarral - El Pardo;85;La Paz;36626;10.88;74.06;15.05;21.68;15.8;26.6;109.4;5.84;;;;;;;;;;;;
2009;Anual;8;Fuencarral - El Pardo;85;La Paz;36319;10.59;73.21;16.2;21.62;15.8;26.5;110.6;6.18;;;;;;;;;;;;
2010;Anual;8;Fuencarral - El Pardo;85;La Paz;36168;10.39;71.87;17.74;21.09;15.8;25.6;110.6;6.42;;;;16675.0;5.794;10.881;;;;1020.0;635;385
2011;Anual;8;Fuencarral - El Pardo;85;La Paz;35772;10.21;70.3;19.49;20.47;15.6;24.7;110.6;6.52;;;;19278.0;7.397;11.881;;;;1054.0;658;396
2012;Anual;8;Fuencarral - El Pardo;85;La Paz;35285;10.17;68.64;21.19;20.05;15.8;23.7;111.0;5.91;1747.0;829;918;21436.0;8.737;12.699;;;;900.0;558;342
2013;Anual;8;Fuencarral - El Pardo;85;La Paz;35011;10.23;66.76;23.01;20.12;16.4;23.3;111.9;5.49;1667.0;773;894;22667.0;8.813;13.854;12711.0;6.269;6.442;953.0;592;361
2014;Anual;8;Fuencarral - El Pardo;85;La Paz;34533;10.18;64.91;24.91;19.75;16.7;22.4;112.1;5.11;1485.0;661;824;22198.0;8.476;13.722;11226.0;5.514;5.712;1036.0;627;409
2015;Anual;8;Fuencarral - El Pardo;85;La Paz;34248;10.27;63.04;26.69;19.66;16.7;22.1;112.7;4.7;1301.0;536;765;24239.0;9.472;14.767;11169.0;5.455;5.714;1089.0;674;415
2016;Anual;8;Fuencarral - El Pardo;85;La Paz;33994;10.5;61.29;28.21;19.55;16.9;21.8;113.1;4.62;1182.0;488;694;24498.0;9.582;14.916;12362.0;6.046;6.316;1100.0;681;419
2017;Anual;8;Fuencarral - El Pardo;85;La Paz;33803;10.72;59.7;29.57;19.86;17.5;21.8;113.6;4.58;1070.0;433;637;27122.0;11.049;16.073;12169.0;5.907;6.262;1147.0;711;436
2018;Anual;8;Fuencarral - El Pardo;85;La Paz;33783;10.89;58.37;30.74;20.39;18.4;22.1;113.5;4.8;901.0;341;560;28336.0;11.500;16.836;12150.0;5.900;6.250;1057.0;656;401
2019;Anual;8;Fuencarral - El Pardo;85;La Paz;33765;11.15;57.0;31.85;20.6;19.1;21.8;113.7;5.22;903.0;355;548;30099.0;12.430;17.669;12230.0;5.952;6.278;1257.0;765;492
2020;Anual;8;Fuencarral - El Pardo;85;La Paz;33644;11.27;55.68;33.04;20.9;20.0;21.7;113.6;5.49;1136.0;489;647;32670.0;13.796;18.874;12102.0;5.900;6.202;1268.0;785;483
2021;Anual;8;Fuencarral - El Pardo;85;La Paz;33005;11.34;54.4;34.26;21.8;21.2;22.3;114.8;5.75;904.0;358;546;32200.0;13.383;18.817;11711.0;5.717;5.994;1194.0;741;453
2022;Anual;8;Fuencarral - El Pardo;85;La Paz;32346;11.44;53.03;35.53;22.7;22.1;23.1;114.8;5.29;729.0;276;453;33061.0;13.551;19.510;11630.0;5.676;5.954;1190.0;741;449
2005;Anual;8;Fuencarral - El Pardo;83;Peñagrande;46385;13.48;71.86;14.66;23.99;19.5;27.2;108.9;7.4;;;;;;;;;;;;
2006;Anual;8;Fuencarral - El Pardo;83;Peñagrande;46377;13.27;71.26;15.46;23.83;19.3;27.1;109.5;8.31;;;;;;;;;;;;
2007;Anual;8;Fuencarral - El Pardo;83;Peñagrande;45521;13.05;70.86;16.09;24.55;20.1;27.8;110.9;8.11;;;;;;;;;;;;
2008;Anual;8;Fuencarral - El Pardo;83;Peñagrande;45968;12.86;70.59;16.54;24.79;20.4;28.0;111.3;8.82;;;;;;;;;;;;
2009;Anual;8;Fuencarral - El Pardo;83;Peñagrande;46095;12.75;70.11;17.13;24.89;19.9;28.6;111.4;9.32;;;;;;;;;;;;
2010;Anual;8;Fuencarral - El Pardo;83;Peñagrande;46127;12.84;69.25;17.92;25.35;20.6;28.9;112.4;9.42;;;;6354.0;3.581;2.773;;;;1292.0;814;478
2011;Anual;8;Fuencarral - El Pardo;83;Peñagrande;45795;12.83;68.32;18.85;25.43;20.7;29.0;112.8;9.29;;;;6856.0;3.860;2.996;;;;1281.0;811;470
2012;Anual;8;Fuencarral - El Pardo;83;Peñagrande;45262;12.72;67.4;19.88;25.43;21.0;28.8;113.1;8.58;2831.0;1.321;1.510;6895.0;3.758;3.137;;;;1129.0;717;412
2013;Anual;8;Fuencarral - El Pardo;83;Peñagrande;45131;12.92;66.36;20.72;25.83;21.6;29.0;113.4;8.11;2822.0;1.294;1.528;7973.0;3.496;4.477;16516.0;8.044;8.472;1160.0;731;429
2014;Anual;8;Fuencarral - El Pardo;83;Peñagrande;44543;12.96;65.2;21.84;25.96;21.3;29.4;113.6;7.38;2540.0;1.160;1.380;8084.0;3.542;4.542;14733.0;7.149;7.584;1267.0;783;484
2015;Anual;8;Fuencarral - El Pardo;83;Peñagrande;44164;13.0;63.95;23.05;26.08;21.4;29.5;114.1;6.76;2272.0;1.002;1.270;8229.0;3.611;4.618;14871.0;7.221;7.650;1358.0;843;515
2016;Anual;8;Fuencarral - El Pardo;83;Peñagrande;44147;13.07;63.04;23.89;26.2;22.3;29.1;114.0;6.75;2068.0;906;1.162;8397.0;3.765;4.632;16558.0;8.016;8.542;1442.0;884;558
2017;Anual;8;Fuencarral - El Pardo;83;Peñagrande;44262;13.15;62.32;24.53;26.7;23.1;29.4;113.6;6.94;1873.0;817;1.056;8716.0;3.933;4.783;16766.0;8.163;8.603;1533.0;923;610
2018;Anual;8;Fuencarral - El Pardo;83;Peñagrande;44412;13.15;61.81;25.04;27.11;23.4;29.8;114.4;7.36;1711.0;746;965;8766.0;4.023;4.743;16871.0;8.174;8.697;1383.0;857;526
2019;Anual;8;Fuencarral - El Pardo;83;Peñagrande;44508;13.2;61.15;25.66;27.3;24.2;29.6;114.6;7.69;1693.0;739;954;9288.0;4.330;4.958;17046.0;8.235;8.811;1753.0;1.062;691
2020;Anual;8;Fuencarral - El Pardo;83;Peñagrande;44938;13.14;60.76;26.1;26.9;23.5;29.3;115.0;8.33;2050.0;895;1.155;10599.0;4.737;5.862;17112.0;8.260;8.852;1795.0;1.092;703
2021;Anual;8;Fuencarral - El Pardo;83;Peñagrande;44383;13.03;60.54;26.42;27.6;24.3;30.0;115.6;8.42;1736.0;715;1.021;9874.0;4.372;5.502;16926.0;8.186;8.740;1700.0;1.029;671
2022;Anual;8;Fuencarral - El Pardo;83;Peñagrande;43887;12.99;59.87;27.15;27.8;25.1;29.8;115.4;7.85;1405.0;595;810;10563.0;4.696;5.867;17140.0;8.274;8.866;1667.0;1.007;660
2005;Anual;8;Fuencarral - El Pardo;84;Pilar;51220;10.43;69.05;20.52;23.2;17.7;26.8;115.8;11.21;;;;;;;;;;;;
2006;Anual;8;Fuencarral - El Pardo;84;Pilar;50536;10.29;67.93;21.78;23.04;17.4;26.9;116.1;12.25;;;;;;;;;;;;
2007;Anual;8;Fuencarral - El Pardo;84;Pilar;50199;10.12;67.63;22.25;23.32;17.5;27.3;115.9;12.11;;;;;;;;;;;;
2008;Anual;8;Fuencarral - El Pardo;84;Pilar;50079;10.08;67.06;22.86;23.69;18.0;27.6;115.9;13.26;;;;;;;;;;;;
2009;Anual;8;Fuencarral - El Pardo;84;Pilar;49819;10.23;65.99;23.78;23.97;18.2;27.9;116.8;13.68;;;;;;;;;;;;
2010;Anual;8;Fuencarral - El Pardo;84;Pilar;49111;10.19;64.9;24.91;24.12;19.0;27.7;117.2;13.63;;;;4743.0;2.848;1.895;;;;1476.0;973;503
2011;Anual;8;Fuencarral - El Pardo;84;Pilar;48415;10.34;63.86;25.79;24.75;20.6;27.6;117.3;13.38;;;;5060.0;2.826;2.234;;;;1490.0;975;515
2012;Anual;8;Fuencarral - El Pardo;84;Pilar;47765;10.41;62.81;26.79;25.47;21.5;28.2;117.7;12.44;3103.0;1.509;1.594;4778.0;2.680;2.098;;;;1295.0;846;449
2013;Anual;8;Fuencarral - El Pardo;84;Pilar;47280;10.45;62.0;27.54;26.32;22.6;28.9;117.7;11.7;3065.0;1.526;1.539;5637.0;2.532;3.105;16899.0;7.877;9.022;1342.0;860;482
2014;Anual;8;Fuencarral - El Pardo;84;Pilar;46324;10.53;60.67;28.8;27.05;23.4;29.5;118.1;10.4;2860.0;1.369;1.491;5957.0;2.690;3.267;14933.0;6.969;7.964;1449.0;920;529
2015;Anual;8;Fuencarral - El Pardo;84;Pilar;45676;10.6;59.9;29.5;28.05;24.6;30.4;118.6;9.45;2528.0;1.169;1.359;6277.0;2.848;3.429;14757.0;6.901;7.856;1543.0;980;563
2016;Anual;8;Fuencarral - El Pardo;84;Pilar;45730;10.81;59.5;29.69;29.15;26.2;31.1;118.3;9.49;2307.0;1.052;1.255;6449.0;2.904;3.545;16494.0;7.806;8.688;1563.0;994;569
2017;Anual;8;Fuencarral - El Pardo;84;Pilar;45808;10.96;59.38;29.66;31.16;28.7;32.8;118.4;9.8;2040.0;889;1.151;6630.0;2.988;3.642;17274.0;8.244;9.030;1644.0;1.029;615
2018;Anual;8;Fuencarral - El Pardo;84;Pilar;46094;10.86;59.65;29.49;32.14;30.0;33.6;118.4;10.55;1835.0;793;1.042;6317.0;2.839;3.478;17403.0;8.368;9.035;1158.0;757;401
2019;Anual;8;Fuencarral - El Pardo;84;Pilar;46419;10.9;59.83;29.27;33.4;31.3;34.7;118.9;11.43;1892.0;835;1.057;6992.0;3.190;3.802;17920.0;8.558;9.362;1749.0;1.104;645
2020;Anual;8;Fuencarral - El Pardo;84;Pilar;46855;10.83;60.23;28.93;33.3;30.8;34.9;119.2;12.33;2385.0;1.067;1.318;7191.0;3.240;3.951;18156.0;8.729;9.427;1766.0;1.109;657
2021;Anual;8;Fuencarral - El Pardo;84;Pilar;45970;10.79;60.35;28.86;35.2;33.1;36.6;119.3;12.35;2015.0;853;1.162;6417.0;3.101;3.316;18010.0;8.689;9.321;1712.0;1.081;631
2022;Anual;8;Fuencarral - El Pardo;84;Pilar;45354;10.67;60.33;29.0;36.5;34.2;37.9;119.7;12.26;1641.0;667;974;6986.0;3.454;3.532;18241.0;8.835;9.406;1650.0;1.041;609
2005;Anual;15;Ciudad Lineal;159;Costillares;23338;20.09;69.03;10.89;18.98;13.8;23.2;109.6;6.07;;;;;;;;;;;;
2006;Anual;15;Ciudad Lineal;159;Costillares;23368;19.95;68.16;11.89;19.01;14.0;23.3;109.9;6.78;;;;;;;;;;;;
2007;Anual;15;Ciudad Lineal;159;Costillares;22840;19.74;67.44;12.82;19.06;14.5;22.9;111.4;6.64;;;;;;;;;;;;
2008;Anual;15;Ciudad Lineal;159;Costillares;22802;19.44;66.87;13.7;19.95;16.2;23.1;112.0;7.02;;;;;;;;;;;;
2009;Anual;15;Ciudad Lineal;159;Costillares;23028;19.15;66.26;14.59;20.78;17.7;23.3;112.2;6.95;;;;;;;;;;;;
2010;Anual;15;Ciudad Lineal;159;Costillares;23070;19.21;65.36;15.44;20.7;18.1;22.8;111.3;7.01;;;;6381.0;3.757;2.624;;;;909.0;552;357
2011;Anual;15;Ciudad Lineal;159;Costillares;23106;19.0;64.84;16.16;21.51;19.3;23.3;111.1;6.78;;;;11564.0;6.339;5.225;;;;905.0;559;346
2012;Anual;15;Ciudad Lineal;159;Costillares;22906;18.71;64.28;17.01;22.92;20.2;25.0;111.3;5.91;1000.0;455;545;11215.0;6.618;4.597;;;;787.0;485;302
2013;Anual;15;Ciudad Lineal;159;Costillares;22685;18.27;63.88;17.85;23.64;21.4;25.4;111.8;5.55;989.0;450;539;12392.0;6.165;6.227;7877.0;3.762;4.115;806.0;495;311
2014;Anual;15;Ciudad Lineal;159;Costillares;22306;17.9;63.4;18.71;24.3;23.0;25.3;112.0;5.07;950.0;413;537;11741.0;5.707;6.034;7018.0;3.344;3.674;886.0;528;358
2015;Anual;15;Ciudad Lineal;159;Costillares;22058;17.52;63.01;19.47;24.4;23.3;25.3;111.7;4.63;920.0;380;540;12278.0;5.959;6.319;6998.0;3.379;3.619;938.0;556;382
2016;Anual;15;Ciudad Lineal;159;Costillares;21967;17.07;62.75;20.18;24.97;23.7;25.9;112.5;4.8;809.0;330;479;12736.0;6.219;6.517;7774.0;3.775;3.999;976.0;576;400
2017;Anual;15;Ciudad Lineal;159;Costillares;21941;16.75;62.54;20.71;26.61;25.3;27.6;113.2;4.79;733.0;304;429;12929.0;6.345;6.584;7922.0;3.827;4.095;1056.0;614;442
2018;Anual;15;Ciudad Lineal;159;Costillares;22019;16.24;62.37;21.39;27.69;26.4;28.6;113.8;4.99;691.0;285;406;13466.0;6.732;6.734;7988.0;3.872;4.116;521.0;306;215
2019;Anual;15;Ciudad Lineal;159;Costillares;22010;15.66;62.49;21.85;27.8;26.3;28.8;113.4;5.19;704.0;274;430;14033.0;6.997;7.036;8134.0;3.914;4.220;1160.0;679;481
2020;Anual;15;Ciudad Lineal;159;Costillares;22245;15.26;62.67;22.08;28.2;26.8;29.3;112.9;5.54;805.0;314;491;14168.0;7.040;7.128;8295.0;3.997;4.298;1213.0;694;519
2021;Anual;15;Ciudad Lineal;159;Costillares;22074;14.9;62.65;22.45;29.9;28.9;30.6;113.5;5.68;710.0;280;430;14234.0;7.317;6.917;8263.0;3.993;4.270;1165.0;677;488
2022;Anual;15;Ciudad Lineal;159;Costillares;21768;14.47;62.62;22.91;30.8;29.5;31.8;113.4;5.32;585.0;217;368;13085.0;6.265;6.820;8372.0;4.056;4.316;1134.0;668;466
2005;Anual;5;Chamartín;56;Castilla;16904;17.01;63.88;19.11;28.21;26.0;29.4;117.7;8.76;;;;;;;;;;;;
2006;Anual;5;Chamartín;56;Castilla;16819;16.36;64.06;19.57;30.44;28.0;31.9;117.6;9.66;;;;;;;;;;;;
2007;Anual;5;Chamartín;56;Castilla;16951;15.8;64.46;19.74;32.73;29.7;34.6;116.2;9.31;;;;;;;;;;;;
2008;Anual;5;Chamartín;56;Castilla;17012;15.08;65.11;19.81;34.66;32.1;36.2;115.5;9.73;;;;;;;;;;;;
2009;Anual;5;Chamartín;56;Castilla;17128;14.84;65.16;20.01;35.75;33.3;37.2;114.8;10.44;;;;;;;;;;;;
2010;Anual;5;Chamartín;56;Castilla;17115;14.58;65.18;20.23;37.19;34.3;39.0;115.3;10.17;;;;44737.0;22.298;22.439;;;;858.0;548;310
2011;Anual;5;Chamartín;56;Castilla;17200;14.45;65.1;20.44;37.71;34.3;39.8;116.6;10.04;;;;45360.0;22.073;23.287;;;;855.0;538;317
2012;Anual;5;Chamartín;56;Castilla;17025;14.31;65.06;20.62;38.59;34.1;41.4;117.2;9.17;744.0;316;428;45119.0;21.963;23.156;;;;758.0;475;283
2013;Anual;5;Chamartín;56;Castilla;16832;14.06;65.0;20.94;38.96;34.6;41.6;117.7;9.0;737.0;340;397;40283.0;18.498;21.785;5970.0;2.945;3.025;767.0;481;286
2014;Anual;5;Chamartín;56;Castilla;16692;13.93;64.8;21.27;39.34;34.1;42.5;117.3;8.47;649.0;282;367;39872.0;18.066;21.806;5336.0;2.623;2.713;852.0;532;320
2015;Anual;5;Chamartín;56;Castilla;16396;13.47;64.48;22.05;40.07;34.4;43.6;118.0;7.8;603.0;245;358;36810.0;15.104;21.706;5386.0;2.682;2.704;902.0;557;345
2016;Anual;5;Chamartín;56;Castilla;16402;13.16;64.37;22.47;40.11;34.2;43.8;117.7;7.66;591.0;256;335;44692.0;18.889;25.803;6067.0;2.965;3.102;897.0;560;337
2017;Anual;5;Chamartín;56;Castilla;16598;13.02;64.51;22.47;39.72;32.8;44.1;116.0;7.96;555.0;246;309;47225.0;19.939;27.286;6455.0;3.190;3.265;989.0;624;365
2018;Anual;5;Chamartín;56;Castilla;16871;13.19;64.48;22.33;39.55;32.4;44.1;116.2;8.4;516.0;210;306;49570.0;21.473;28.097;6408.0;3.151;3.257;590.0;379;211
2019;Anual;5;Chamartín;56;Castilla;16880;13.52;63.89;22.59;37.8;31.1;42.0;116.7;8.49;528.0;217;311;50766.0;22.263;28.503;6737.0;3.306;3.431;1032.0;653;379
2020;Anual;5;Chamartín;56;Castilla;17228;13.77;63.61;22.63;36.1;29.3;40.5;117.5;9.42;672.0;285;387;46345.0;20.279;26.066;6787.0;3.350;3.437;1064.0;664;400
2021;Anual;5;Chamartín;56;Castilla;17091;13.55;63.85;22.61;35.5;29.0;39.7;116.4;9.97;543.0;231;312;45417.0;19.829;25.588;6704.0;3.324;3.380;1020.0;641;379
2022;Anual;5;Chamartín;56;Castilla;16988;13.47;63.88;22.65;34.8;27.8;39.4;116.2;10.24;396.0;162;234;46191.0;20.265;25.926;6943.0;;;1006.0;631;375
2005;Anual;16;Hortaleza;165;Apóstol Santiago;16209;15.78;65.94;18.28;22.37;18.0;25.2;111.0;6.24;;;;;;;;;;;;
2006;Anual;16;Hortaleza;165;Apóstol Santiago;16292;15.6;65.87;18.52;23.49;20.0;25.8;110.9;7.05;;;;;;;;;;;;
2007;Anual;16;Hortaleza;165;Apóstol Santiago;16048;15.47;65.81;18.73;24.46;19.9;27.4;111.6;7.59;;;;;;;;;;;;
2008;Anual;16;Hortaleza;165;Apóstol Santiago;15988;15.19;66.01;18.81;25.27;20.3;28.4;112.7;8.6;;;;;;;;;;;;
2009;Anual;16;Hortaleza;165;Apóstol Santiago;16069;15.07;66.07;18.87;27.41;21.6;31.0;112.9;9.72;;;;;;;;;;;;
2010;Anual;16;Hortaleza;165;Apóstol Santiago;15953;14.89;65.77;19.33;28.5;22.9;32.0;112.7;9.82;;;;2508.0;1.583;925;;;;419.0;272;147
2011;Anual;16;Hortaleza;165;Apóstol Santiago;15841;14.76;65.7;19.54;30.5;25.9;33.4;113.3;9.83;;;;2597.0;1.601;996;;;;432.0;283;149
2012;Anual;16;Hortaleza;165;Apóstol Santiago;15665;14.45;65.68;19.87;31.64;27.8;34.0;113.1;8.53;1122.0;556;566;2439.0;1.470;969;;;;383.0;256;127
2013;Anual;16;Hortaleza;165;Apóstol Santiago;15474;14.31;65.46;20.22;33.21;29.4;35.6;112.7;7.96;1151.0;563;588;2743.0;1.420;1.323;5351.0;2.537;2.814;395.0;261;134
2014;Anual;16;Hortaleza;165;Apóstol Santiago;15375;14.02;65.41;20.57;35.07;31.6;37.3;112.4;7.45;1092.0;537;555;2784.0;1.427;1.357;4756.0;2.199;2.557;417.0;270;147
2015;Anual;16;Hortaleza;165;Apóstol Santiago;15180;13.6;65.43;20.96;35.54;31.7;38.1;112.7;6.65;1031.0;468;563;2811.0;1.471;1.340;4807.0;2.236;2.571;440.0;281;159
2016;Anual;16;Hortaleza;165;Apóstol Santiago;15253;13.41;65.71;20.88;37.21;33.4;39.7;112.1;6.92;945.0;445;500;2865.0;1.497;1.368;5375.0;2.546;2.829;444.0;276;168
2017;Anual;16;Hortaleza;165;Apóstol Santiago;15174;12.94;66.09;20.98;37.73;33.4;40.5;111.4;7.25;890.0;426;464;1665.0;722;943;5546.0;2.628;2.918;483.0;307;176
2018;Anual;16;Hortaleza;165;Apóstol Santiago;15271;12.87;66.17;20.95;37.34;32.9;40.2;110.6;7.83;770.0;352;418;1642.0;732;910;5646.0;2.706;2.940;420.0;284;136
2019;Anual;16;Hortaleza;165;Apóstol Santiago;15418;12.69;66.53;20.77;36.6;32.1;39.4;111.5;9.1;806.0;379;427;1760.0;774;986;5885.0;2.831;3.054;517.0;319;198
2020;Anual;16;Hortaleza;165;Apóstol Santiago;15555;12.15;66.94;20.91;36.5;31.9;39.4;111.2;10.25;999.0;461;538;1763.0;787;976;5946.0;2.904;3.042;542.0;340;202
2021;Anual;16;Hortaleza;165;Apóstol Santiago;15473;11.99;66.85;21.17;36.7;31.0;40.3;110.9;;848.0;376;472;1654.0;734;920;5923.0;2.926;2.997;532.0;333;199
2022;Anual;16;Hortaleza;165;Apóstol Santiago;15374;11.86;66.61;21.53;36.0;30.2;39.7;109.4;;692.0;309;383;2336.0;1.038;1.298;6107.0;3.027;3.080;520.0;323;197
2005;Anual;16;Hortaleza;164;Pinar del Rey;58983;12.39;69.52;18.09;20.16;15.5;23.4;110.3;9.8;;;;;;;;;;;;
2006;Anual;16;Hortaleza;164;Pinar del Rey;58640;12.36;68.71;18.93;20.72;16.0;24.1;110.7;10.94;;;;;;;;;;;;
2007;Anual;16;Hortaleza;164;Pinar del Rey;57835;12.42;68.12;19.46;21.51;16.7;25.0;111.0;11.35;;;;;;;;;;;;
2008;Anual;16;Hortaleza;164;Pinar del Rey;57956;12.51;67.51;19.98;22.31;17.5;25.7;111.5;12.37;;;;;;;;;;;;
2009;Anual;16;Hortaleza;164;Pinar del Rey;57635;12.52;66.74;20.74;23.1;18.9;26.1;111.5;13.07;;;;;;;;;;;;
2010;Anual;16;Hortaleza;164;Pinar del Rey;57067;12.59;65.86;21.55;24.25;20.2;27.2;112.1;13.14;;;;12250.0;7.222;5.028;;;;1833.0;1.276;557
2011;Anual;16;Hortaleza;164;Pinar del Rey;56143;12.75;64.84;22.41;25.09;21.3;27.8;113.1;12.93;;;;12201.0;6.994;5.207;;;;1757.0;1.190;567
2012;Anual;16;Hortaleza;164;Pinar del Rey;55258;12.79;64.12;23.09;26.24;22.8;28.7;114.1;11.89;3796.0;1.904;1.892;10878.0;5.960;4.918;;;;1559.0;1.055;504
2013;Anual;16;Hortaleza;164;Pinar del Rey;54259;12.92;63.08;24.0;27.7;24.8;29.7;114.7;10.82;3913.0;1.957;1.956;11198.0;5.746;5.452;19334.0;9.343;9.991;1565.0;1.047;518
